commem_id,coptic_day_key,commemoration_title,commemoration_type,reading_identity_key,display_ref,slot,basis,confidence,citation,note
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_bb62df1a4a49e3bbcbde,Matt 11:11-19,vespers_gospel,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4529 | source_ref=Matt 11:11-19",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_f0b6dc17cd9e0dedaf2d,Matt 13:44-52,vespers_gospel,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=2 | source_ref=Matt 13:44-52",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_68809512622d19856234,Matt 21:23-27,matins_gospel,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4532 | source_ref=Matt 21:23-27",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_693ceead60edad11e284,Ps 30:10 (LXX Ps 29:10),vespers_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4528 | source_ref=Ps 30:10",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_0b330a8e5afcc0fcd051,Ps 30:4 (LXX Ps 29:4),vespers_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4527 | source_ref=Ps 30:4",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_f4190d43081c8f120376,Ps 31:1 (LXX Ps 30:1),matins_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4530 | source_ref=Ps 31:1",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_e585bebabe8f4a24e837,Ps 31:19 (LXX Ps 30:19),liturgy_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4537 | source_ref=Ps 31:19",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_e585bebabe8f4a24e837,Ps 31:19 (LXX Ps 30:19),matins_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4531 | source_ref=Ps 31:19",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_422fbfe3ce63e66b1d75,Ps 31:23 (LXX Ps 30:23),liturgy_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4536 | source_ref=Ps 31:23",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_02de232d17b7f6fa6bf0,Ps 65:11 (LXX Ps 64:11),liturgy_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=9 | source_ref=Ps 65:11",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_c8a223bfbde634d31a47,Ps 65:12 (LXX Ps 64:12),liturgy_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=10 | source_ref=Ps 65:12",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_dab72669194848826b1d,Ps 81:1 (LXX Ps 80:1),liturgy_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=11 | source_ref=Ps 81:1",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_15681ed41647cf793d1e,Ps 96:1-2 (LXX Ps 95:1-2),vespers_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=1 | source_ref=Ps 96:1-2",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-01-01,Tut 1,Feast of El-Nayrouz (Beginning of the Blessed Coptic Year),feast,rid_f47136892a2f06c3a308,Ps 98:1 (LXX Ps 97:1),matins_psalm,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 37; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=3 | source_ref=Ps 98:1",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_51187b91dd9aaff23448,2Tim 1:12-18,liturgy_pauline,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4544 | source_ref=2Tim 1:12-18",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_b0cecd0a6a56fe5f28b7,2Tim 2:1-10,liturgy_pauline,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4545 | source_ref=2Tim 2:1-10",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_f11724db5227eefcbb03,Acts 11:19-26,liturgy_acts,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4547 | source_ref=Acts 11:19-26",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_589a2a687937d5950890,Acts 12:1-12,liturgy_acts,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=23 | source_ref=Acts 12:1-12",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_f54d6885def502dfee8f,Heb 11:32-40,liturgy_pauline,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=20 | source_ref=Heb 11:32-40",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_67b2497331d9ece43cef,Heb 12:1-2,liturgy_pauline,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=21 | source_ref=Heb 12:1-2",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_07502e6b95df42276ac4,James 2:5-13,liturgy_catholic,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4546 | source_ref=James 2:5-13",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_be33a7a551bd67248eee,James 5:9-20,liturgy_catholic,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=22 | source_ref=James 5:9-20",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_73bd16bd8cfac865cb3e,Lk 10:21-28,liturgy_gospel,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4549 | source_ref=Lk 10:21-28",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_f71ad9397c837206e5c4,Lk 4:38-41,vespers_gospel,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4540 | source_ref=Lk 4:38-41",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_3e62bb1d633c19186599,Lk 9:7-12,matins_gospel,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=19 | source_ref=Lk 9:7-12",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
tut-02-01,Tut 2,The Martyrdom of St. John the Baptist,martyr,rid_492fed4b559c28237ad9,Mark 1:35-39,matins_gospel,explicit,high,"Ottawa/UKMID Katameros of the Days, first edition, Christmas 1714 A.M., 1998 A.D., TOC dated reading section, PDF pages 23 to 26; section begins on printed page 47; F.N. Youssef on the 69 foundational readings; St-Takla day index; local Katameros fixed-day row. source_file=sources/katameros-api/Core/KatamerosDatabase.db | source_row_id=4543 | source_ref=Mark 1:35-39",Explicit bridge because this Coptic day is enumerated in the Ottawa/UKMID 69 foundational-reading collection. This catalogs source-row or variant catalog entries; it is not a resolved daily service schedule and not direct proper-reading proof for the named commemoration. Primary commemoration linked only; secondary commemorations require explicit proper-reading source before separate links are created.
